title,text,subject,date
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,18-02-2021
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-10-2010
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,09-08-2006
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,31-05-2015
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,23-05-2000
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,14-09-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,14-08-2006
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,22-04-2020
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,14-05-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,14-01-2002
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-02-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,01-09-2016
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,31-12-2014
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,31-05-2024
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-10-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,28-04-2024
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-12-2015
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-04-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-07-2016
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,28-09-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,02-09-2019
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,31-12-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,30-04-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-12-2023
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,20-10-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,01-05-2023
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-01-2006
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,27-08-2017
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,26-03-2018
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,20-02-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,12-05-2002
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-06-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,12-07-2019
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,03-06-2000
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,16-10-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,03-10-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,23-02-2000
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-05-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,24-01-2000
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,07-07-2018
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,23-12-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-10-2010
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,23-12-2005
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-07-2004
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-06-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-09-2022
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-04-2020
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,18-10-2009
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-08-2009
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,05-01-2013
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,11-04-2015
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,26-12-2016
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,14-09-2007
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-11-2021
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-01-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,14-12-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,18-04-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-11-2010
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,21-04-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-03-2010
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,07-01-2019
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,04-11-2021
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,09-04-2022
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-05-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,27-09-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,01-01-2011
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-01-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,21-04-2011
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,01-11-2011
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,07-03-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,24-12-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,18-02-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,29-05-2023
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,14-01-2012
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,08-11-2020
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,22-01-2018
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,18-05-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,09-03-2023
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,07-08-2016
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,04-03-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,27-05-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,16-11-2003
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,02-05-2007
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,13-01-2011
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-12-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,20-12-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,03-11-2023
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,31-12-2009
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,22-06-2014
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-03-2013
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,30-12-2005
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,14-10-2018
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,05-01-2013
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,08-06-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,03-02-2008
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,25-09-2012
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-03-2012
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,12-05-2000
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,21-04-2016
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,21-01-2009
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,24-08-2018
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,03-01-2010
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,22-08-2018
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,11-12-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,21-09-2013
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,02-03-2014
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,23-06-2002
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,18-01-2006
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,19-03-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,26-07-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,09-06-2018
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,19-09-2022
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,25-08-2010
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-04-2008
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-09-2023
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,10-02-2011
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,22-12-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-07-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-05-2024
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,25-06-2015
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,22-11-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,06-10-2007
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,24-06-2001
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,18-01-2012
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,20-09-2010
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,19-05-2010
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-07-2006
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-09-2024
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-01-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,08-08-2015
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,01-10-2021
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,13-12-2019
